"id","fecha","edad","perfil","objetivo","razon","monto ARS","Instrumento"
"301","18/04/2024","entre 26 y 35 años","Moderado","Inversión","Vehículo","70438","Bonos"
"302","01/04/2024","más de 46 años","Moderado","Otro","Sin motivo específico","48473","Acciones"
"303","04/04/2024","entre 36 y 45 años","Conservador","Otro","Vacaciones","59450","Acciones"
"304","07/03/2024","entre 26 y 35 años","Conservador","Otro","Sin motivo específico","60426","ETF"
"305","07/04/2024","entre 36 y 45 años","Conservador","Inversión","Proyecto personal","60433","Fondos"
"306","01/01/2025","entre 36 y 45 años","Moderado","Retiro","Sin motivo específico","42156","Bonos"
"307","10/10/2024","más de 46 años","Agresivo","Retiro","Educación","46963","Bonos"
"308","03/03/2024","más de 46 años","Conservador","Retiro","Vivienda","26138","ETF"
"309","14/09/2024","más de 46 años","Moderado","Retiro","Vehículo","43783","Bonos"
"310","08/06/2024","entre 26 y 35 años","Conservador","Retiro","Proyecto personal","28295","ETF"
"311","25/12/2024","menos de 25 años","Moderado","Otro","Sin motivo específico","39709","Bonos"
"312","02/03/2024","más de 46 años","Conservador","Inversión","Educación","38241","ETF"
"313","29/05/2024","más de 46 años","Agresivo","Aumentar ingresos","Educación","97054","Fondos"
"314","02/09/2024","más de 46 años","Moderado","Inversión","Proyecto personal","46115","Fondos"
"315","21/10/2024","entre 36 y 45 años","Conservador","Retiro","Vivienda","31878","Acciones"
"316","29/02/2024","más de 46 años","Conservador","Inversión","Vivienda","25997","ETF"
"317","03/03/2024","más de 46 años","Conservador","Ahorro","Educación","44854","Fondos"
"318","03/05/2024","entre 36 y 45 años","Conservador","Otro","Vehículo","81818","Fondos"
"319","02/12/2024","entre 26 y 35 años","Agresivo","Retiro","Vacaciones","34472","Fondos"
"320","19/11/2024","entre 36 y 45 años","Conservador","Retiro","Vacaciones","52418","ETF"
"321","28/10/2024","entre 36 y 45 años","Moderado","Aumentar ingresos","Aprendizaje","46759","Acciones"
"322","31/07/2024","entre 26 y 35 años","Conservador","Inversión","Aprendizaje","74321","Bonos"
"323","15/02/2024","entre 26 y 35 años","Conservador","Aumentar ingresos","Sin motivo específico","54176","Fondos"
"324","23/08/2024","entre 36 y 45 años","Agresivo","Otro","Vacaciones","90766","ETF"
"325","17/12/2024","menos de 25 años","Conservador","Retiro","Aprendizaje","81159","ETF"
"326","24/05/2024","entre 26 y 35 años","Conservador","Ahorro","Vacaciones","46183","Acciones"
"327","16/10/2024","entre 36 y 45 años","Agresivo","Retiro","Vacaciones","38477","Fondos"
"328","28/04/2024","entre 36 y 45 años","Agresivo","Retiro","Vivienda","43979","Acciones"
"329","10/10/2024","más de 46 años","Moderado","Retiro","Educación","63162","Bonos"
"330","14/11/2024","entre 36 y 45 años","Conservador","Ahorro","Sin motivo específico","71047","Acciones"
"331","11/04/2024","entre 36 y 45 años","Conservador","Aumentar ingresos","Vehículo","94201","ETF"
"332","22/09/2024","más de 46 años","Conservador","Ahorro","Proyecto personal","29334","Bonos"
"333","25/04/2024","más de 46 años","Agresivo","Inversión","Sin motivo específico","33123","Acciones"
"334","07/08/2024","entre 36 y 45 años","Moderado","Inversión","Educación","81094","Acciones"
"335","08/04/2024","entre 26 y 35 años","Agresivo","Otro","Sin motivo específico","35941","Bonos"
"336","30/07/2024","entre 26 y 35 años","Moderado","Ahorro","Vehículo","34211","ETF"
"337","22/01/2025","más de 46 años","Agresivo","Inversión","Educación","31180","ETF"
"338","05/06/2024","menos de 25 años","Agresivo","Retiro","Vehículo","81474","Fondos"
"339","19/11/2024","menos de 25 años","Conservador","Retiro","Sin motivo específico","97189","Fondos"
"340","10/09/2024","entre 36 y 45 años","Moderado","Inversión","Sin motivo específico","46012","Bonos"
"341","13/05/2024","menos de 25 años","Agresivo","Aumentar ingresos","Vehículo","47564","ETF"
"342","01/08/2024","más de 46 años","Agresivo","Inversión","Aprendizaje","30907","Fondos"
"343","06/09/2024","más de 46 años","Conservador","Otro","Vehículo","55476","ETF"
"344","18/12/2024","entre 26 y 35 años","Conservador","Aumentar ingresos","Vivienda","79288","Bonos"
"345","26/08/2024","entre 26 y 35 años","Agresivo","Retiro","Vivienda","65464","Fondos"
"346","09/12/2024","entre 26 y 35 años","Conservador","Retiro","Vivienda","97873","Fondos"
"347","25/01/2025","entre 36 y 45 años","Agresivo","Aumentar ingresos","Sin motivo específico","60680","Bonos"
"348","20/01/2025","más de 46 años","Conservador","Inversión","Vivienda","56731","Acciones"
"349","22/08/2024","entre 26 y 35 años","Agresivo","Aumentar ingresos","Vehículo","30196","Acciones"
"350","25/12/2024","entre 36 y 45 años","Moderado","Aumentar ingresos","Educación","76873","Acciones"
"351","20/02/2024","entre 36 y 45 años","Moderado","Aumentar ingresos","Vivienda","46846","Fondos"
"352","24/07/2024","entre 26 y 35 años","Agresivo","Inversión","Educación","30689","Fondos"
"353","28/06/2024","menos de 25 años","Moderado","Retiro","Vacaciones","38399","Bonos"
"354","18/08/2024","más de 46 años","Conservador","Aumentar ingresos","Vivienda","50823","Bonos"
"355","06/12/2024","más de 46 años","Moderado","Aumentar ingresos","Vacaciones","99143","Acciones"
"356","07/05/2024","entre 36 y 45 años","Moderado","Otro","Vivienda","46520","Bonos"
"357","06/02/2024","entre 26 y 35 años","Conservador","Ahorro","Aprendizaje","55077","Fondos"
"358","13/01/2025","más de 46 años","Moderado","Retiro","Proyecto personal","25198","ETF"
"359","23/03/2024","más de 46 años","Agresivo","Otro","Aprendizaje","77059","Fondos"
"360","04/01/2025","más de 46 años","Moderado","Aumentar ingresos","Aprendizaje","48715","Bonos"
"361","13/07/2024","entre 26 y 35 años","Moderado","Aumentar ingresos","Vacaciones","79732","Fondos"
"362","20/11/2024","menos de 25 años","Agresivo","Otro","Vacaciones","93079","Bonos"
"363","02/08/2024","menos de 25 años","Agresivo","Inversión","Vivienda","75337","ETF"
"364","10/03/2024","menos de 25 años","Conservador","Otro","Proyecto personal","77145","Bonos"
"365","02/07/2024","menos de 25 años","Moderado","Ahorro","Vehículo","61409","Acciones"
"366","10/09/2024","entre 26 y 35 años","Conservador","Aumentar ingresos","Aprendizaje","63726","ETF"
"367","21/07/2024","entre 26 y 35 años","Conservador","Inversión","Proyecto personal","69479","Fondos"
"368","03/11/2024","entre 26 y 35 años","Conservador","Inversión","Aprendizaje","38580","Acciones"
"369","04/03/2024","menos de 25 años","Agresivo","Retiro","Aprendizaje","73680","Acciones"
"370","13/12/2024","entre 26 y 35 años","Conservador","Aumentar ingresos","Proyecto personal","93886","ETF"
"371","15/12/2024","entre 26 y 35 años","Conservador","Aumentar ingresos","Educación","57566","ETF"
"372","09/01/2025","menos de 25 años","Conservador","Retiro","Vivienda","61200","Bonos"
"373","14/02/2024","más de 46 años","Agresivo","Ahorro","Vivienda","71997","Bonos"
"374","06/09/2024","entre 26 y 35 años","Conservador","Aumentar ingresos","Educación","32555","ETF"
"375","29/05/2024","menos de 25 años","Agresivo","Inversión","Aprendizaje","67333","Fondos"
"376","26/01/2025","entre 26 y 35 años","Agresivo","Retiro","Vacaciones","41226","ETF"
"377","17/04/2024","más de 46 años","Agresivo","Aumentar ingresos","Vacaciones","61052","Fondos"
"378","14/07/2024","menos de 25 años","Agresivo","Retiro","Aprendizaje","77083","Fondos"
"379","06/08/2024","menos de 25 años","Agresivo","Ahorro","Educación","27957","ETF"
"380","25/10/2024","entre 26 y 35 años","Agresivo","Retiro","Sin motivo específico","31962","ETF"
"381","15/02/2024","entre 36 y 45 años","Conservador","Otro","Proyecto personal","58486","Fondos"
"382","18/01/2025","entre 26 y 35 años","Moderado","Otro","Proyecto personal","92317","ETF"
"383","08/04/2024","entre 26 y 35 años","Agresivo","Retiro","Educación","99607","Acciones"
"384","27/06/2024","más de 46 años","Moderado","Ahorro","Sin motivo específico","44781","Fondos"
"385","21/09/2024","menos de 25 años","Moderado","Inversión","Proyecto personal","70135","Acciones"
"386","27/12/2024","entre 26 y 35 años","Moderado","Aumentar ingresos","Vehículo","66414","ETF"
"387","13/04/2024","entre 26 y 35 años","Agresivo","Retiro","Aprendizaje","61515","Fondos"
"388","08/12/2024","menos de 25 años","Moderado","Retiro","Sin motivo específico","96219","ETF"
"389","08/09/2024","entre 26 y 35 años","Agresivo","Ahorro","Vivienda","80279","ETF"
"390","09/03/2024","entre 26 y 35 años","Agresivo","Aumentar ingresos","Sin motivo específico","37538","Bonos"
"391","02/02/2024","entre 36 y 45 años","Moderado","Aumentar ingresos","Educación","89403","Acciones"
"392","12/12/2024","entre 36 y 45 años","Agresivo","Aumentar ingresos","Vehículo","92910","Acciones"
"393","03/03/2024","menos de 25 años","Agresivo","Otro","Vacaciones","93444","Bonos"
"394","01/08/2024","entre 26 y 35 años","Moderado","Aumentar ingresos","Educación","69781","Bonos"
"395","13/05/2024","más de 46 años","Agresivo","Aumentar ingresos","Vivienda","60689","ETF"
"396","07/11/2024","entre 36 y 45 años","Moderado","Ahorro","Vehículo","42445","Acciones"
"397","07/03/2024","más de 46 años","Moderado","Inversión","Aprendizaje","67767","Acciones"
"398","10/12/2024","más de 46 años","Agresivo","Inversión","Vivienda","37489","Bonos"
"399","13/01/2025","más de 46 años","Conservador","Aumentar ingresos","Aprendizaje","51160","ETF"
"400","21/09/2024","entre 36 y 45 años","Agresivo","Aumentar ingresos","Proyecto personal","92189","Acciones"
"401","22/07/2024","menos de 25 años","Conservador","Otro","Sin motivo específico","43204","Acciones"
"402","06/12/2024","entre 26 y 35 años","Conservador","Aumentar ingresos","Vehículo","79607","Bonos"
"403","11/02/2024","entre 36 y 45 años","Conservador","Aumentar ingresos","Aprendizaje","91995","Acciones"
"404","01/06/2024","entre 36 y 45 años","Conservador","Otro","Vivienda","25341","Fondos"
"405","05/08/2024","más de 46 años","Moderado","Aumentar ingresos","Vacaciones","43102","Bonos"
"406","01/10/2024","entre 26 y 35 años","Moderado","Retiro","Educación","87550","Fondos"
"407","11/06/2024","entre 36 y 45 años","Moderado","Retiro","Educación","71452","Bonos"
"408","09/12/2024","más de 46 años","Conservador","Ahorro","Educación","75064","Acciones"
"409","26/10/2024","más de 46 años","Moderado","Ahorro","Vivienda","27610","Fondos"
"410","28/02/2024","entre 26 y 35 años","Agresivo","Retiro","Proyecto personal","96578","Fondos"
"411","12/09/2024","más de 46 años","Agresivo","Otro","Vacaciones","88968","Bonos"
"412","07/07/2024","más de 46 años","Moderado","Retiro","Vivienda","48526","Bonos"
"413","27/06/2024","entre 26 y 35 años","Moderado","Otro","Vivienda","49000","ETF"
"414","17/01/2025","entre 36 y 45 años","Agresivo","Retiro","Vehículo","64255","Fondos"
"415","14/01/2025","menos de 25 años","Conservador","Retiro","Sin motivo específico","98559","Acciones"
"416","07/07/2024","entre 26 y 35 años","Conservador","Otro","Educación","95300","Bonos"
"417","19/01/2025","más de 46 años","Moderado","Otro","Vacaciones","88361","Bonos"
"418","06/02/2024","entre 36 y 45 años","Conservador","Otro","Vacaciones","75507","ETF"
"419","24/03/2024","menos de 25 años","Moderado","Aumentar ingresos","Vivienda","95775","Acciones"
"420","12/09/2024","menos de 25 años","Agresivo","Ahorro","Vehículo","55589","Fondos"
"421","24/10/2024","más de 46 años","Moderado","Ahorro","Aprendizaje","28632","Bonos"
"422","14/05/2024","menos de 25 años","Agresivo","Aumentar ingresos","Educación","34601","Acciones"
"423","20/04/2024","entre 26 y 35 años","Moderado","Aumentar ingresos","Sin motivo específico","45669","Fondos"
"424","11/03/2024","entre 26 y 35 años","Conservador","Retiro","Vacaciones","81055","Fondos"
"425","26/04/2024","entre 26 y 35 años","Agresivo","Inversión","Vacaciones","54838","Bonos"
"426","03/08/2024","entre 36 y 45 años","Conservador","Retiro","Vehículo","36276","Acciones"
"427","10/02/2024","menos de 25 años","Agresivo","Otro","Aprendizaje","59889","Acciones"
"428","11/01/2025","entre 36 y 45 años","Agresivo","Inversión","Proyecto personal","94226","Fondos"
"429","28/05/2024","menos de 25 años","Agresivo","Ahorro","Sin motivo específico","99941","Bonos"
"430","12/04/2024","entre 36 y 45 años","Moderado","Otro","Vehículo","58060","Fondos"
"431","23/07/2024","más de 46 años","Moderado","Retiro","Vacaciones","44073","Bonos"
"432","27/12/2024","más de 46 años","Moderado","Retiro","Vacaciones","81655","Acciones"
"433","07/11/2024","entre 26 y 35 años","Agresivo","Ahorro","Vacaciones","73578","Fondos"
"434","07/11/2024","entre 36 y 45 años","Moderado","Aumentar ingresos","Vacaciones","59410","Bonos"
"435","21/02/2024","entre 26 y 35 años","Moderado","Retiro","Vacaciones","26323","ETF"
"436","20/04/2024","menos de 25 años","Agresivo","Retiro","Proyecto personal","34112","Bonos"
"437","23/03/2024","entre 36 y 45 años","Conservador","Retiro","Vivienda","42283","Acciones"
"438","12/09/2024","menos de 25 años","Conservador","Aumentar ingresos","Vivienda","80075","Bonos"
"439","23/02/2024","más de 46 años","Agresivo","Inversión","Vivienda","42546","Bonos"
"440","26/08/2024","entre 26 y 35 años","Moderado","Aumentar ingresos","Vivienda","75707","ETF"
"441","08/10/2024","entre 36 y 45 años","Agresivo","Otro","Educación","93713","Fondos"
"442","10/12/2024","entre 36 y 45 años","Conservador","Aumentar ingresos","Sin motivo específico","86484","Bonos"
"443","11/03/2024","menos de 25 años","Moderado","Inversión","Vehículo","69267","ETF"
"444","18/10/2024","menos de 25 años","Conservador","Aumentar ingresos","Proyecto personal","39729","Acciones"
"445","05/08/2024","menos de 25 años","Agresivo","Ahorro","Vivienda","88941","ETF"
"446","27/05/2024","entre 36 y 45 años","Agresivo","Inversión","Vehículo","98101","Bonos"
"447","14/12/2024","entre 26 y 35 años","Moderado","Otro","Vehículo","25759","Acciones"
"448","25/07/2024","entre 26 y 35 años","Conservador","Retiro","Sin motivo específico","36142","Acciones"
"449","21/07/2024","entre 36 y 45 años","Agresivo","Aumentar ingresos","Proyecto personal","77042","Acciones"
"450","02/09/2024","entre 36 y 45 años","Agresivo","Aumentar ingresos","Vehículo","63820","Bonos"
"451","19/10/2024","entre 36 y 45 años","Moderado","Otro","Vehículo","63070","Fondos"
"452","04/08/2024","entre 26 y 35 años","Conservador","Retiro","Sin motivo específico","26415","ETF"
"453","08/12/2024","entre 36 y 45 años","Conservador","Aumentar ingresos","Vehículo","37362","Acciones"
"454","15/09/2024","más de 46 años","Agresivo","Otro","Proyecto personal","47774","Acciones"
"455","19/11/2024","entre 26 y 35 años","Conservador","Retiro","Vehículo","76142","Acciones"
"456","13/08/2024","entre 26 y 35 años","Conservador","Retiro","Vivienda","92791","Acciones"
"457","20/11/2024","menos de 25 años","Agresivo","Aumentar ingresos","Sin motivo específico","47091","Fondos"
"458","21/06/2024","más de 46 años","Moderado","Inversión","Aprendizaje","50801","Bonos"
"459","28/04/2024","menos de 25 años","Conservador","Otro","Vehículo","56228","Acciones"
"460","15/11/2024","entre 36 y 45 años","Agresivo","Inversión","Proyecto personal","29491","Acciones"
"461","05/05/2024","entre 26 y 35 años","Agresivo","Otro","Sin motivo específico","66862","Acciones"
"462","06/12/2024","menos de 25 años","Agresivo","Inversión","Vacaciones","26020","Bonos"
"463","23/03/2024","entre 36 y 45 años","Agresivo","Ahorro","Vehículo","62219","ETF"
"464","10/02/2024","más de 46 años","Agresivo","Inversión","Sin motivo específico","65825","Bonos"
"465","11/03/2024","entre 36 y 45 años","Conservador","Inversión","Vivienda","58989","Fondos"
"466","26/06/2024","entre 36 y 45 años","Agresivo","Retiro","Sin motivo específico","93855","Acciones"
"467","13/04/2024","menos de 25 años","Conservador","Aumentar ingresos","Proyecto personal","33982","Acciones"
"468","31/03/2024","entre 36 y 45 años","Agresivo","Retiro","Educación","60368","Bonos"
"469","10/11/2024","entre 26 y 35 años","Moderado","Inversión","Aprendizaje","87363","ETF"
"470","06/09/2024","entre 36 y 45 años","Agresivo","Retiro","Vehículo","78560","Fondos"
"471","12/02/2024","entre 26 y 35 años","Moderado","Retiro","Vehículo","70541","Bonos"
